,X,votes.funny,votes.useful,votes.cool,user_id,review_id,stars,date,text,type,business_id
473728,473728,0,0,0,sk9YqgJT8PntvUCEPXKhMw,cv6WE21XI1_eqd7hrh0fzA,5,2/21/2011,"Went to Las Vegas for a hockey tournament and a team mate said this was the best Thai food he has ever had. Never had Thai food before this but I can't wait to eat it again. The food was amazing having tried 4 different orders. We got the Seafood soup, Issan Sausage, Yellow Currey with Chicken, and Combination Fried Rice. All of that was delicious and the Seafood Soup had a great spice to it that I was not expecting at first. Be careful if you aren't used to spicy foods though as what you may called mild and order mild could possibly be too spicy for you which is what I saw happen to a friend. The waitress was nice enough to get him a drink for free to help get rid of the spiciness.

If you plan on going make a reservation 2-3 days before to be safe. We had a group of 15 people and tried to make a reservation the day of which was a bad idea, but luckily we put our name down and gave them our phone number and they called us after about an hour to tell us our table was ready.

If you visit Vegas there is no reason to not go to this place, by far some of the best food I have ever had.",review,lliksv-tglfUz1T3B3vgvA
474481,474481,2,1,1,0q-mOTd9VM2-rWL0GVY5lg,m7Rt0crXUCqa-Fa-uIH4Bw,3,8/9/2013,"I have never had Thai before so when my team decided to get it I said can't hurt. We ordered early and it was ready promptly. The people aimed to please and were efficient. They also stuck to our time boundaries so they didn't lose a customer!
We had pad thai, drunken noodles, chicken fried rice, sweet and sour chicken and a spicy beef salad. Now I don't like pasta/noodles but the pad Thai was great with chicken. Nice flavor but barely any chicken. The sweet and sour chicken was good but barely any chicken there as well. What we did have was a nice balance and it was nice that the chicken wasn't fried. The curry varied depending on who you asked and the drunken noodles were good just had to use fork and knife to cut a piece as one big cluster. 
What Food I had, I  liked the flavor to, just need more balance of components. I don't know if would go back though as not big on rice and noodles and most dishes had one or other. I learned Thai isn't the healthiest as felt greasy after eating it too. Oh and we all agreed, didn't feel full during but after we all did!",review,lliksv-tglfUz1T3B3vgvA
474757,474757,0,0,0,GI-6zrKB2MG42nc7YK2TbQ,sqw6le1He6gyHWsSQP5aaQ,5,3/22/2014,"Spoiled rotten with my first time eating Thai food.

From the outside, you will say ""wow, really? This is what people are raving about?"" in a sarcastic tone.  When you get your food, you will say, ""wow, really! This what people are raving about!"" enthusiastically.

I am a very pedestrian eater when it comes to ethnic food. I don't like spicy, I don't like weird things.  So I was dreading my visit.  I was expecting to like 1 or 2 of the 10 things we ordered, in reality, there were only 2 of the 10 things I did NOT like (the spicy things)!

Since I do not have a baseline, I will just say everything was great, so from a picky ethnic eater, here was what stood out:

Mee Krob - interesting.  Just thought South Park made this word up.
Sea bass with Drunken Noodle - waiter recommendation over another sea bass pairing.
Crispy Duck with Panang - another waiter audible. Was spicy, but a great taste.
Pad Thai - again, interesting my unrefined palette
Mango Sweet Rice combined with Coconut Ice Cream - never had mango before, this was a treat! Definitely a great closer. Mango is only served in season. Wait for it.

Finally, the Thai Iced Tea was really cool.  Warning, do not let this water down in the ice, it will destroy the epic flavor.

By now, you should be reading this from the restaurant.  Just go!",review,lliksv-tglfUz1T3B3vgvA
475565,475565,0,0,0,NBhZgxTR4G9DaIKhBqdunQ,pz4QTDlpqrtJJyAtbpo10w,5,8/5/2015,"This is the first meal we had off-strip this visit and it was crazy good. Confession, I've somehow never had Thai food. I have no good excuse, I've just been a little intimidated and it hasn't happened. That changed today. Everything we had was over the top delicious and perfectly prepared. Try the Pad Thai and the first item on the Northern menu. Order them both, and more, and go family style. You cannot go wrong here, just call ahead, the word is obviously out.",review,lliksv-tglfUz1T3B3vgvA
647038,647038,0,0,0,ZkykgXSMfkc88VBBy1Y7kw,ei6mFtxbPpaOLo_JIz3_AQ,5,6/21/2014,"I never had Thai food before so I don't have anything to compare it to but the food here is awesome. The Wonton Taco's are delicious. I get the ZU noodles with beef or pork and I love it!  My husband always gets the Spicy Fried Rice but he tried the Siracha Fried Rice last night and he absolutely loved it! There is enough food to take some home for lunch the next day so it may seem a little costly but it's worth it!  Very nice wait staff and it is BYOB. They close the kitchen by 9pm (not typical for a SouthSide Restaurant) so make sure you get in before that. The new location is much larger than the old place on Carson Street and they have roll up garage doors that makes it very nice when the weather is, well...good or bad; they can have open air dining (or not).",review,jR7rDinCcHNZxl4jA0iKJQ
659533,659533,0,0,1,0ifjiyxKoiYlufyYebf-Sw,RIf4ns2NNrw9YbWlt0l79A,5,3/13/2015,"First time eating Thai food in Las Vegas.  I'd say its pretty good!  I came because of its rating on yelp and its worth it.  Quick and courteous service.  Favorite dishes, so far, (because we'll be back) papaya salad, and the seafood fried rice. Both should be a spicy level 3. We  got the 5 and it was too spicy. Curry chicken seemed salty and watered down. Stuffed chicken didn't seem fresh.  Both chicken dishes weren't bad. 

No matter what, I can't wait to try this place out again!",review,HsAYzU2-Z_vZAaRqHbcP8g
674653,674653,0,1,0,k7jKJVCtdjkRiYNxm8Bd3Q,d_6dDNNbO9UK4bcSMRpJyw,4,6/16/2009,"Good stuff. 
I had never had Thai food before and I went with my family last night. I enjoyed it quite a bit. The atmosphere was nice, and the server was VERY helpful and attentive. A word of advice however... be careful when ordering!!! My family is BIG Thai food fans, and even they heeded the warning of the spice level.... if EVER in Question... go Mild and add spices. Overall, good stuff... I will go back.",review,90AXjqb4O-wrTHDKDoDUzg
674913,674913,0,1,0,xmtWOASBOpF6h1-F-0V97w,XsGMSmAwwLGnpc-Wfk-lqg,5,6/22/2014,"I just love this place!  I had never had Thai before trying this little gem out.  I have been to serveral other Thai places and nothing compares.  The staff is great, the Thai tea is delicious, and this place has the best coconut ice cream w/sticky rice I have EVER had.  Food is fabulous, give it a try you won't be disappointed =)",review,90AXjqb4O-wrTHDKDoDUzg
750765,750765,1,1,1,Oqsgdm-ViX65dVqUVOjlIA,8n2et74_N5IgJIbmvq_5qg,4,12/21/2009,Never had Thai food before but I love it now! Enjoyed the PadThai very much and anxious to get back and experiment with the menu. Good value.,review,E1Abpw5nuaWoR2DlS3AWPg
786718,786718,0,2,1,GrTuo86QyXkQszFDyijsQw,YAdBKYhH5wtm_-49MOJA0g,4,8/27/2014,Very good food. Good service and very friendly people. I never had Thai food and this place was very yummy.,review,l3L25Yg_8E11tsS2D8ml-g
826376,826376,0,0,0,d_dgqRF_-n8GY9P41hrPtg,NOy42Ium3RkowfMKVXcODQ,5,8/5/2011,"First time eating thai food and I loved it. Played it safe and ordered tofu pad thai. It was wonderful. The tofu was crispy and meaty. Not mushy at all.
My husband got the green curry(i think?)...it had bits of eggplant and other vegetables.  It was fresh and delicious, too. My favorite part of my meal was the drink i ordered, a lemongrass and ginger martini. It wasn't sugary, syrupy sweet, like it was made from a mix.  You could taste each ingredient. Silk Elephant put little matchstick pieces of ginger in my martini.  It was perfect! I have reccomended this Thai restarant to many people and I look forward to going back.",review,1JcoUEPkcGQtCEed-OdezQ
890825,890825,0,0,0,xGt1CbrJRERbn1ZZLqkMrA,ty3BrZnFpwiboWYfw4Fv1g,5,12/6/2014,This place is amazing!! The service is fantastic and the prices are very reasonable for all that you get!!  I recently moved to Las Vegas and I had never had Thai food before but I am so glad I checked this place out!!  The Tofu soup and the all the garlic dishes are really good!!  My daughter had the garlic chicken and I have tried both the garlic beef and pork.   I have also tried one of the noodle dishes which was out of this world!   I was so pleased w/this place I recently brought my son and daughter in law when they came to visit and they enjoyed as well and Thanked us for treating them to such a great meal!!   We especially love the fact the food can be made as spicy or not as you like!!   I only wish I could rate this place 10 stars because it really was that great experience and we will continue to frequent this restaurant!!  :),review,1Fupq7erFi4uqC_gd9ypQg
1044110,1044110,0,3,1,PCLBPfdOkNpolkCI8_7C9A,zyhPDuU_VahxyRDu0YevZw,5,7/26/2011,"My first time eating Thai food and La's Thai Cuisine and it did not disappoint! 

Thai food has always been on my list but I never was intrigued enough to go out and try it until now. I'm glad I did because its absolutely delicious! We went during lunchtime on a weekday afternoon and the place was packed! After eating, I can see why. The portions are huge and cheap. What more can you ask for?

We were given an ordinary salad (ice burg, carrots, and tomatoes)  with a very sweet tasting vinaigrette. Didn't really enjoy it because it was too sweet for my liking but it was free so I shouldn't be complaining [: It took us a long time to order because I am a very indecisive person and everything sounded so good. They had Chinese type dish on their menu which I try not to want because I want to try Thai. 

We end up ordering a peanut curry with chicken and pad thai with tofu. The peanut curry came with rice and the pad thai came with a mix of lettuce and cabbage. Both came with a vegetable eggroll. We asked for medium spicy which was a little bit too spicy for me because I can't tolerate it too much but medium was enough spicy for my friend. Next time, I would definitely go mild. 

How it work is you pick your dish then they ask you to pick your protein. I think its between beef, seafood, chicken, tofu, or vegetable. Then you pick your spice level. 

Oh and we ended up ordering mango sticky rice for dessert. Sweet sticky rice topped with coconut milk and a side of mango. It was delicious! My friend said it tasted like the one he had in Thailand and when we spoke to the owner, he said he makes the sweet sticky rice fresh everyday [: (I liked the black sweet rice more and my friend likes the white one but whichever one you order should be fine cause they are delicious!)

Overall we enjoy the food very much. I can't wait to try other Thai dishes from here. Only downfall is I live so far away but I found out the owner lives near me out in East Mesa. Poor guy. Commuting must be a pain. I would definitely recommend this place. Now I think I'm brave enough to try other Thai places.

Thanks La's Thai Cuisine for giving me such a good first experience!",review,hwXFp8FKJ7ivQb8_f4X23g
1081694,1081694,1,2,1,17ZFp0h0KlLTzFlIxuOEXQ,5yOX40oHjI7y_vItS0TJow,3,5/17/2012,"First let me say I have never had Thai food before.  I went to this restaurant with my husband, 3 year old twins and my 5 year old.  We all liked it.  The kids had noodles with broccoli and carrots.  It was really to sweet for me, but if you added the spice it may balance out.  My husband and I had a noodle salad and Phuket Shrimp with Asparagus.  Both were good.  It really was not that hot though... go hotter than you think with the spice.

The service was slow and the restaurant did not plan for the rush they would get with all the ""grouponers"" though.  They were out of many things, which was annoying to me and people around me.  

Also, if you are an iced tea person... don't do it.  It tastes like cardboard.  not good people.",review,uyQ0mDz0OKEgUkBKWIl3og
1117055,1117055,0,1,0,CSYsxP80N_cmMhN84Hamug,teQOQJY23bWts6DAzRAIJg,4,4/21/2012,"I have never had Thai food before but it has always been on my food radar. We found this restaurant down the street and decided to give it a try with my Mom. It is in a shopping plaza and decorated very ""Thai-ish"" on the inside as well so it was very comfortable and relaxing. We had the jasmine tea which was awesome! I have become a tea lover recently and this was very tasty addition to our meal. We ordered the wonton soup, the coconut curry, pad thai noodles and a ramen type of soup as well. All of it was VERY TASTY. I was very impressed with the service and the freshness of the food. All of the food came out hot as well and served promptly. I have nothing else to compare it to though, but this was a great experience for my first Thai food!",review,AsX-6ECbV83zGJLUVMre9w
1147355,1147355,1,1,0,irp52lkFjRyQq9JIW8VseQ,brLabQzd9Yh72J7p7XX1MQ,3,9/18/2009,"*This review is from a person that hasn't eaten Thai before*

My girlfriend and I went on a double date and told me that we were going to eat at Basil. The biggest gripe that I have about uptown is parking. I REFUSE to pay for parking if I don't have to, so I found a spot on 6th street and I was good to go. I believe they do offer valet parking for 5 bucks.

We arrived at the restaurant before the people we were supposed to be meeting, so that gave me a little time to check the place out. The restaurant is well put together. It had a modern feel to it with the lights dimmed to create a nice romantic and intimate feel. They finally came, so we get seated. I'm not sure what to order, so I took suggestions. For the appetizer, I tried the Fresh Basil Rolls, which I did NOT enjoy. It tasted like I was eating a slimy eraser or something. The waitress was semi-annoying as well. We all just had water, so she brought a really nice glass jug (which i thought about hijacking, haha) and placed it in the middle of the table. We didn't even touch the full jug b/c she kept on filling out water with another jug. I'd like to believe that i'm fully capable of pouring my own water, but maybe that's just me. I guess the jug was there for decoration or something , haha.

For the meal, I tried the Pad-See-Eu with Chicken. It was actually a very good dish. It just wasn't enough for me. When they brought our food to the table (which took about 30 minutes), I told my girlfriend that we'll probably have to make a stop to McDonalds or something b/c this wasn't going to be enough food for me, haha.

Like I stated in the beginning, this review is written from someone who has never eaten Thai before. The place was nice, but it isn't on my must-go places to check out when I wanna go out to eat",review,DtrACWjoGtx4lAaNfxHS4A
1158137,1158137,0,0,1,Z0RXO4ErO73_Y88R75fxLg,UhvNNImnz18q6wiyRiUs6Q,4,1/16/2015,"A co-worker and Yelp coaxed me in to trying this place and it did not disappoint.  I came specifically for the Tom Yum Chicken and it was quite delicious! (I'd have given it a 5, but I've never had Thai before so there was nothing to compare it to.)
I ordered to-go...the cashier was very pleasant...and my order arrived quickly.
I'll definitely be back!",review,uY1hOM4pySx07Yle9NGAiQ
1174290,1174290,0,0,0,g55BeMqhFns-1UQ5u0aF7A,cJ6ahWUUHbZe3oKYuJBJBg,4,12/17/2014,"As I have never eaten Thai food I wouldn't know authentic from unauthentic, but I still know what tastes good. I order the Thai duck curry which was very good. The soup was a perfect balance of sweet coconut milk and curry flavor. Not too sweet and not too curryish. The duck was good although there was alot of skin included. My father ordered the Thai BBQ which came out fajita style  the bottom of the Cornish hen was slightly burnt due to the hot iron but the flavor was still excellent. Also the raspberry sweet tea is especially good. Overall I'd say that this was a great first Thai experience. The food great and the service excellent.",review,VAeiLMTICw2CSFpy28CsWQ
1216370,1216370,0,0,0,O0yM2ayRr6R5aYizdb6xxA,xA66YOFvpeYye85ErIgCEw,2,7/10/2012,"I've never had Thai food before so I suppose I have nothing to compare it to, but this restaurant didn't serve very tasty food. Maybe it was just what I ordered. I don't know. Plus it had a funny smell. It wasn't terrible but I'm not going back.",review,4QtD359vkU7Jq8vP0uQEww
1446899,1446899,0,0,0,6n2YriQxV4vMPLIbVCE_fg,solBqxaq9G_DaGYbSdvW4Q,5,6/20/2015,"I have never had Thai food before. My husband is always ranting and raving about it. We had been asking friends and looking at yelp to help us decide on my first Thai experience. Based on what we've heard, we picked here!
I believe it was the manager, Ray, he greeted us right away and was super personable. Throughout our entire meal he was checking in with us. 
It was slow, but we try to do that on purpose. We hate when restaurants are crazy busy (by the time we left, it was filling up!)
When our waiter, Dennis, came over, I explained I had never had Thai before and I  asked what he would recommend for someone new to Thai. He asked me a few questions, what I liked and didn't like, if I had any allergies, and then off he went. 
We got spring rolls as an app and my husband got pearl of Thai land and I believe I got rad nar. 
It was delicious. My husband tore through his! He said it was awesome. I had a bit me of his and my mouth was on FIRE! The waiter noticed and brought me over some Thai tea. He was SOOO attentive!!! 

Our meals were good but to be honest, the service made the experience. I will defiantly be coming back and I would recommend this restaurant to anyone who wants to feel like that's matter and they aren't just another customer.",review,CVos739DJ06t8-dNiRMyeQ
1531536,1531536,4,2,1,T-jLGl8Rugco15AFWN0yUw,JiX0Ggbo0IYYEwAdDnS1Gg,1,8/20/2013,"Ok. I have never had thai food before but I can tell you that I LOVE peanuts and I LOVE spice. So I was thinking this would be a great combo. I picked up the phone and ordered delivery but the woman taking my order had a very hard time understanding what I was saying. 

Because she had a hard time understanding what I was saying she asked if she could hang up *half way through my order* and then call me right back. I was a little surprised at that but sure...so she called back, it was easier to order. 

I ordered the ""best thai noodles"" and had them deliver it to my house. It took over an hour, and after being 30 minutes over an hour the lady who delivered my food yelled at me for not telling her the access key to our apartment complex. What!? Excuse me!?

Anyway, moving on. I was excited to dig in! But I have never tasted anything that tasted exactly like vomit. I am so sorry - I know that is gross, but it was literally that awful. The noodles were greasy, the flavor was awful, my noodles were cold. Now I'm not a conesuer of thai food so I may not be the best one to ask about the taste of thai however the customer service was less than acceptable. 

I will not be ordering from Naga again.",review,wgP52y-7FkrsZVVHGomoog
1609802,1609802,1,1,0,dT5JHk1aJQhOty1kwTitHA,gA1H42gn1LOk8yHhQx32Mw,5,9/28/2012,"HOLY COW!!!  I never had thai food before, but I will definitely have many future dinners at Pete's Thai Cuisine.  I loved it.  The people were super nice and one of them was telling us a hilarious story about his recent birthday antics in vegas.  He made us feel completely comfortable.  The portion sizes were humongous, so it's probably a good idea to split something.  I got the Chow-mein thai style noodles with beef.  Amazing!!!  They ask you how spicy you want it on a scale of 1-5 (""1"" being not spicy and ""5"" being OMG spicy).I recommend not going any higher than ""3"" on the spice and I'm a huge lover of spicy food.  

If you're looking for a great thai cuisine experience, you have to go to Pete's.",review,nU97FczCPxm_wIp2pgtYfw
1626829,1626829,1,0,1,q4ou_PBbLtt1OPUOyV7fAg,0X1NhyIY72napvaxqlLVWg,5,10/7/2013,"I can't believe I haven't reviewed this place yet.  

I had never had Thai before this year - the man and I have tried a few places around LV to compare, and nothing compares to Le Thai.  My aunt, who loves Thai food, swears it's some of the best she's ever had (and she's not from around here!)

The food, the ambiance, the PBR in cans...it's all wonderful.  We've had some amazing service (huge shout-out to the server who convinced me to switch from Pad Thai to the Awesome noodles - BEST SUGGESTION EVER), and we've had some ok service, but the food is always consistent.  I don't get mine very spicy (I'm a ""1"" on the scale of 1-5), but apparently anything 2+ can range from decently spicy to ""melt your face off"" (I think that my boyfriend accidentally got a 3.5 one time instead of a 2...it was pretty rough!)

Go here.  Just not on the same days I go, please, as I don't like waiting for a table!  :)",review,ZHDf8TUICsB2peQ9AmXeFw
1626851,1626851,0,1,0,abtCHR5-y9fDz6xXscCO8A,JdDWpzXowvYORMxchAMt_Q,5,11/13/2013,"I had never had Thai food before, so I can't comment on the quality of food besides the fact that they literally had the best Chicken Fried Rice I have ever eaten. Absolutely delicious. The atmosphere was very cool and hipster-y. A great place to catch up with friends. The service was also excellent. I would definitely go back just for that amazing fried rice!!! This would also be a great place for a date.",review,ZHDf8TUICsB2peQ9AmXeFw
1626871,1626871,0,0,0,Myngu0wDmMks2koI-3oF6w,eGo6eVPFUdHMHJHvAHE-5w,4,12/31/2013,I have never eaten Thai food before so my first experience was a good one :),review,ZHDf8TUICsB2peQ9AmXeFw
1948085,1948085,0,0,0,FP6oAu6VG5avc6Kue05QFg,oDe5T2Vdu-XRJZpsVOp3OA,5,8/6/2015,"I'm in Vegas on vacation, and I've never had Thai cuisine, don't know why...I just never did, so when my uncle recommended this place, I was eager because I LOVE trying different cuisines from different parts of the world. 
 Not only did they offer Thai, but they also offered Chinese and Japanese. I will say, the Japanese options are very limited. The wait time of the restaurant was awesome! Once we decided what to order, the food was at the table in 5 minutes max. It tasted like authentic Asian cuisine, and was incredibly flavorful and delicious! We ate family style but I'm not sure if they offer individual platters. Our server was incredibly polite and informative. I enjoyed the experience. I might move to Vegas just to eat here!",review,s4Ki8L-zutVJexVSnFlP-Q
2199165,2199165,0,0,0,Gk0SY4KT9sg8keYN47iLUA,A9MuvpjfrBbX2XQ91Fia_A,5,8/14/2015,"I'd never had Thai food before this place and if this is what Thai food tastes like then I like it!  I've been here for lunch 4 times now in the past month or so.  I always get the pad siew with beef and it's delicious!  You can choose your spice level (mild, medium, hot) and medium is just spicy enough to make my nose run.  You can also choose chicken, beef, or tofu for your dish (my vegetarian coworker loves this place too).  I can't say anything about the curry dishes because I'm not a fan of curry but my coworkers say it's great.",review,Yv_tRinWxlTvJ9Op3NmAUg
